id,source_x,source_y,reference_x,reference_y,refined_ref_x,refined_ref_y,subpixel_dx,subpixel_dy,confidence,is_inlier,grid_cell_x,grid_cell_y,residual_px
80,394.0,34.0,387.0,48.0,387.0673933401704,47.12876698374748,0.06739334017038345,-0.8712330162525177,0.27985016606581486,True,7,0,0.11395710706710815
173,378.0,35.0,373.0,48.0,370.7614201307297,47.72344067692757,-2.2385798692703247,-0.27655932307243347,0.1336090992017005,True,7,0,0.35771870613098145
115,409.0,37.0,403.0,51.0,401.84930561482906,50.74206656217575,-1.1506943851709366,-0.25793343782424927,0.09953712745869485,True,7,0,0.1617612987756729
158,253.0,141.0,243.0,149.0,242.65856343507767,149.05395117774606,-0.34143656492233276,0.05395117774605751,0.4374230083161059,True,4,2,0.21264159679412842
170,250.0,107.0,241.0,116.0,240.77463313937187,114.82633396983147,-0.22536686062812805,-1.1736660301685333,0.25332028176971516,True,4,2,0.298338919878006
241,192.0,228.0,179.0,234.0,178.53980034589767,233.52661126852036,-0.46019965410232544,-0.4733887314796448,0.34045193867291584,True,3,4,0.503356397151947
131,166.0,213.0,154.0,219.0,153.06596455723047,218.17255426943302,-0.9340354427695274,-0.8274457305669785,0.3126223864250296,True,3,4,0.08374037593603134
92,179.0,238.0,166.0,244.0,165.00045343796955,243.84122839570045,-0.9995465620304458,-0.1587716042995453,0.26246011388481927,False,3,4,0.0
139,171.0,230.0,158.0,234.0,157.16167260706425,235.889988347888,-0.8383273929357529,1.8899883478879929,0.20808634145446683,True,3,4,0.6426328420639038
105,231.0,410.0,210.0,417.0,211.11232933402061,417.1091763526201,1.1123293340206146,0.10917635262012482,0.22051144313200277,True,4,8,0.26719772815704346
167,75.0,132.0,65.0,135.0,64.95178319886327,133.88963397592306,-0.0482168011367321,-1.1103660240769386,0.5068374763812221,True,1,2,0.11640841513872147
286,82.0,108.0,73.0,110.0,72.85600420832634,109.87194553017616,-0.14399579167366028,-0.12805446982383728,0.47152255342649424,True,1,2,0.38909050822257996
108,92.0,139.0,81.0,143.0,81.89368163049221,141.22639970481396,0.8936816304922104,-1.7736002951860428,0.4105777871297081,True,1,2,0.43508443236351013
163,125.0,72.0,117.0,77.0,116.79201577603817,75.88055755198002,-0.20798422396183014,-1.1194424480199814,0.33139225474735284,False,2,1,0.0
113,154.0,72.0,147.0,78.0,145.88592047989368,76.88756105303764,-1.1140795201063156,-1.1124389469623566,0.28518689743414916,True,2,1,0.1398022621870041
222,144.0,71.0,135.0,75.0,136.35782060027122,75.41744941473007,1.357820600271225,0.417449414730072,0.12946070641140442,True,2,1,0.3392989933490753
182,437.0,463.0,415.0,477.0,415.1099908128381,477.55591037869453,0.10999081283807755,0.5559103786945343,0.2135287835394417,True,8,9,0.05836321413516998
114,451.0,468.0,428.0,483.0,428.8982977941632,482.950500652194,0.8982977941632271,-0.04949934780597687,0.17247981662361547,True,8,9,0.06078280508518219
283,440.0,453.0,421.0,465.0,418.18332792818546,468.1320348083973,-2.816672071814537,3.132034808397293,0.1444609253671165,True,8,9,0.6047566533088684
200,314.0,273.0,298.0,284.0,298.9335581511259,283.31408816576004,0.9335581511259079,-0.6859118342399597,0.33430908132197484,True,5,5,0.1169908195734024
119,315.0,289.0,299.0,297.0,299.4358903467655,299.3725285232067,0.4358903467655182,2.372528523206711,0.1490353854371737,True,5,5,0.18650400638580322
193,310.0,454.0,290.0,463.0,288.61779806017876,463.73810067772865,-1.3822019398212433,0.738100677728653,0.16748308655962188,True,5,9,0.3949620723724365
122,290.0,453.0,271.0,463.0,269.0190772693604,462.14449529349804,-1.980922730639577,-0.8555047065019608,0.1307522935151384,False,5,9,0.0
159,330.0,466.0,307.0,477.0,307.6333433687687,476.75157706439495,0.633343368768692,-0.24842293560504913,0.12882550167691065,True,5,9,0.43077555298805237
245,279.0,164.0,267.0,173.0,267.7374382019043,172.7751603126526,0.7374382019042969,-0.2248396873474121,0.4329232653890652,False,5,3,0.0
301,293.0,174.0,282.0,184.0,281.1237666532397,183.70468202233315,-0.876233346760273,-0.29531797766685486,0.17756111237810443,True,5,3,0.2358134537935257
183,419.0,219.0,406.0,233.0,404.96407475322485,233.96091333404183,-1.0359252467751503,0.9609133340418339,0.41580813077916523,True,7,4,1.237768530845642
148,409.0,233.0,395.0,247.0,395.1283093839884,246.7740670144558,0.12830938398838043,-0.2259329855442047,0.3765886837597128,False,7,4,0.0
